PassengerId,Survived
892.0,0.02036493752447044
893.0,0.41922342672860785
894.0,-0.0651429884814364
895.0,0.04368528098062685
896.0,0.4969579049157959
897.0,0.0841072096379647
898.0,0.4720828718958957
899.0,0.046794660108114394
900.0,0.509395421425746
901.0,0.062341555745552
902.0,0.037466522725651874
903.0,-0.015392922441636037
904.0,0.49384852578830835
905.0,-0.06825236760892384
906.0,0.41922342672860785
907.0,0.49073914666082086
908.0,0.018810247960726723
909.0,0.062341555745552
910.0,0.4814110092783583
911.0,0.4254421849835829
912.0,-0.04337733458902371
913.0,0.0996541052754023
914.0,0.47519225102338325
915.0,0.062341555745552
916.0,0.41611404760112036
917.0,-0.0278304389515861
918.0,0.4969579049157959
919.0,0.05767748705432074
920.0,0.0001539731958015711
921.0,0.037466522725651874
922.0,-0.0278304389515861
923.0,0.05301341836308948
924.0,0.4627547345134332
925.0,0.47519225102338325
926.0,0.03435714359816433
927.0,0.0701150035642708
928.0,0.47519225102338325
929.0,0.5000672840432834
930.0,0.04990403923560194
931.0,0.037466522725651874
932.0,0.006372731450776659
933.0,0.037466522725651874
934.0,0.0001539731958015711
935.0,0.4720828718958957
936.0,0.4254421849835829
937.0,0.04990403923560194
938.0,-0.012283543314148493
939.0,0.037466522725651874
940.0,0.37880149807127006
941.0,0.45342659713097055
942.0,0.05301341836308948
943.0,0.04368528098062685
944.0,0.5031766631707709
945.0,0.4783016301508708
946.0,0.037466522725651874
947.0,0.09654472614791476
948.0,0.018810247960726723
949.0,0.04990403923560194
950.0,0.037466522725651874
951.0,0.45342659713097055
952.0,0.07477907225550212
953.0,0.028138385343189243
954.0,0.07166969312801458
955.0,0.4969579049157959
956.0,0.08721658876545219
957.0,0.47519225102338325
958.0,0.509395421425746
959.0,-0.01850230156912358
960.0,0.031247764470676787
961.0,0.37880149807127006
962.0,0.49073914666082086
963.0,0.062341555745552
964.0,0.47519225102338325
965.0,0.03902121228939559
966.0,0.4565359762584581
967.0,0.026583695779445526
968.0,0.037466522725651874
969.0,0.39434839370870767
970.0,0.03435714359816433
971.0,0.49073914666082086
972.0,0.10898224265786483
973.0,-0.08068988411887401
974.0,-0.024721059824098557
975.0,0.037466522725651874
976.0,0.037466522725651874
977.0,0.037466522725651874
978.0,0.4814110092783583
979.0,0.509395421425746
980.0,0.47519225102338325
981.0,0.12141975916781494
982.0,0.4969579049157959
983.0,0.037466522725651874
984.0,0.4814110092783583
985.0,0.037466522725651874
986.0,0.04990403923560194
987.0,0.04990403923560194
988.0,0.32905143203146975
989.0,0.037466522725651874
990.0,0.5031766631707709
991.0,0.02502900621570181
992.0,0.43166094323855797
993.0,0.04368528098062685
994.0,0.037466522725651874
995.0,0.046794660108114394
996.0,0.515614179680721
997.0,0.04057590185313942
998.0,0.062341555745552
999.0,0.037466522725651874
1000.0,0.037466522725651874
1001.0,0.0701150035642708
1002.0,0.0001539731958015711
1003.0,0.47519225102338325
1004.0,0.45342659713097055
1005.0,0.5078407318620022
1006.0,0.36947336068880754
1007.0,0.07166969312801458
1008.0,0.037466522725651874
1009.0,0.5622548665930338
1010.0,0.01570086883323918
1011.0,0.47519225102338325
1012.0,0.528051696190671
1013.0,0.037466522725651874
1014.0,0.4565359762584581
1015.0,0.04057590185313942
1016.0,0.037466522725651874
1017.0,0.5125048005532334
1018.0,0.05923217661806446
1019.0,0.47519225102338325
1020.0,-0.0029554059316859727
1021.0,0.05301341836308948
1022.0,0.028138385343189243
1023.0,-0.03715857633404862
1024.0,0.47519225102338325
1025.0,0.037466522725651874
1026.0,-0.006064785059173405
1027.0,0.05301341836308948
1028.0,0.04523997054437068
1029.0,0.046794660108114394
1030.0,0.49384852578830835
1031.0,0.003263352323289115
1032.0,0.5342704544456461
1033.0,0.4627547345134332
1034.0,-0.06203360935394875
1035.0,0.04057590185313942
1036.0,-0.0029554059316859727
1037.0,0.031247764470676787
1038.0,0.037466522725651874
1039.0,0.05923217661806446
1040.0,0.037466522725651874
1041.0,0.03435714359816433
1042.0,0.49384852578830835
1043.0,0.037466522725651874
1044.0,-0.06047891979020503
1045.0,0.45342659713097055
1046.0,0.08721658876545219
1047.0,0.05301341836308948
1048.0,0.47519225102338325
1049.0,0.49384852578830835
1050.0,-0.0029554059316859727
1051.0,0.48452038840584577
1052.0,0.47519225102338325
1053.0,0.10587286353037734
1054.0,0.48452038840584577
1055.0,0.037466522725651874
1056.0,0.0001539731958015711
1057.0,0.48452038840584577
1058.0,-0.021611680696611013
1059.0,0.07166969312801458
1060.0,0.47519225102338325
1061.0,0.4969579049157959
1062.0,0.037466522725651874
1063.0,0.04368528098062685
1064.0,0.056122797490577025
1065.0,0.037466522725651874
1066.0,0.003263352323289115
1067.0,0.5187235588082085
1068.0,0.5031766631707709
1069.0,-0.040267955461536165
1070.0,0.45342659713097055
1071.0,0.36636398156132
1072.0,0.03435714359816433
1073.0,0.012591489705751635
1074.0,0.509395421425746
1075.0,0.037466522725651874
1076.0,0.4814110092783583
1077.0,0.003263352323289115
1078.0,0.5000672840432834
1079.0,0.07477907225550212
1080.0,0.47519225102338325
1081.0,0.003263352323289115
1082.0,0.021919627088214266
1083.0,0.037466522725651874
1084.0,0.0918806574566835
1085.0,-0.06203360935394875
1086.0,0.1027634844028898
1087.0,0.02502900621570181
1088.0,0.10898224265786483
1089.0,0.509395421425746
1090.0,0.056122797490577025
1091.0,0.47519225102338325
1092.0,0.47519225102338325
1093.0,0.12661242231071912
1094.0,-0.01850230156912358
1095.0,0.5404892127006212
1096.0,0.04990403923560194
1097.0,0.037466522725651874
1098.0,0.4565359762584581
1099.0,0.05301341836308948
1100.0,0.4627547345134332
1101.0,0.04990403923560194
1102.0,0.028138385343189243
1103.0,0.037466522725651874
1104.0,0.07477907225550212
1105.0,0.37880149807127006
1106.0,0.4472078388759956
1107.0,-0.0029554059316859727
1108.0,0.47519225102338325
1109.0,-0.049596092843998796
1110.0,0.4098952893461453
1111.0,0.037466522725651874
1112.0,0.4720828718958957
1113.0,0.062341555745552
1114.0,0.4969579049157959
1115.0,0.062341555745552
1116.0,0.40056715196368275
1117.0,0.47519225102338325
1118.0,0.056122797490577025
1119.0,0.47519225102338325
1120.0,0.0017086627595453985
1121.0,0.01570086883323918
1122.0,0.0841072096379647
1123.0,0.5000672840432834
1124.0,0.062341555745552
1125.0,0.037466522725651874
1126.0,0.006372731450776659
1127.0,0.06545093487303955
1128.0,-0.07136174673641138
1129.0,0.06545093487303955
1130.0,0.509395421425746
1131.0,0.41611404760112036
